Country Name,Country ISO3,Year,Indicator Name,Indicator Code,Value
Fiji,FJI,2011,Refugee population by country or territory of origin,SM.POP.REFG.OR,1576
Fiji,FJI,2010,Refugee population by country or territory of origin,SM.POP.REFG.OR,1849
Fiji,FJI,2009,Refugee population by country or territory of origin,SM.POP.REFG.OR,1888
Fiji,FJI,2008,Refugee population by country or territory of origin,SM.POP.REFG.OR,1862
Fiji,FJI,2007,Refugee population by country or territory of origin,SM.POP.REFG.OR,1824
Fiji,FJI,2006,Refugee population by country or territory of origin,SM.POP.REFG.OR,1681
Fiji,FJI,2005,Refugee population by country or territory of origin,SM.POP.REFG.OR,1376
Fiji,FJI,2004,Refugee population by country or territory of origin,SM.POP.REFG.OR,1280
Fiji,FJI,2003,Refugee population by country or territory of origin,SM.POP.REFG.OR,1088
Fiji,FJI,2002,Refugee population by country or territory of origin,SM.POP.REFG.OR,1071
Fiji,FJI,2001,Refugee population by country or territory of origin,SM.POP.REFG.OR,731
Fiji,FJI,2000,Refugee population by country or territory of origin,SM.POP.REFG.OR,401
Fiji,FJI,1999,Refugee population by country or territory of origin,SM.POP.REFG.OR,328
Fiji,FJI,1998,Refugee population by country or territory of origin,SM.POP.REFG.OR,301
Fiji,FJI,1997,Refugee population by country or territory of origin,SM.POP.REFG.OR,326
Fiji,FJI,1996,Refugee population by country or territory of origin,SM.POP.REFG.OR,305
Fiji,FJI,1995,Refugee population by country or territory of origin,SM.POP.REFG.OR,222
Fiji,FJI,1994,Refugee population by country or territory of origin,SM.POP.REFG.OR,156
Fiji,FJI,1993,Refugee population by country or territory of origin,SM.POP.REFG.OR,89
Fiji,FJI,1992,Refugee population by country or territory of origin,SM.POP.REFG.OR,19
Fiji,FJI,2015,"International migrant stock, total",SM.POP.TOTL,13751
Fiji,FJI,2010,"International migrant stock, total",SM.POP.TOTL,13351
Fiji,FJI,2005,"International migrant stock, total",SM.POP.TOTL,12435
Fiji,FJI,2000,"International migrant stock, total",SM.POP.TOTL,12719
Fiji,FJI,1995,"International migrant stock, total",SM.POP.TOTL,13001
Fiji,FJI,1990,"International migrant stock, total",SM.POP.TOTL,13283
Fiji,FJI,1985,"International migrant stock, total",SM.POP.TOTL,13103
Fiji,FJI,1980,"International migrant stock, total",SM.POP.TOTL,14025
Fiji,FJI,1975,"International migrant stock, total",SM.POP.TOTL,15071
Fiji,FJI,1970,"International migrant stock, total",SM.POP.TOTL,16394
Fiji,FJI,1965,"International migrant stock, total",SM.POP.TOTL,17953
Fiji,FJI,1960,"International migrant stock, total",SM.POP.TOTL,20078
Fiji,FJI,2015,International migrant stock (% of population),SM.POP.TOTL.ZS,1.541341374
Fiji,FJI,2010,International migrant stock (% of population),SM.POP.TOTL.ZS,1.552528513
Fiji,FJI,2005,International migrant stock (% of population),SM.POP.TOTL.ZS,1.51310506
Fiji,FJI,2000,International migrant stock (% of population),SM.POP.TOTL.ZS,1.567879609
Fiji,FJI,1995,International migrant stock (% of population),SM.POP.TOTL.ZS,1.676471119
Fiji,FJI,1990,International migrant stock (% of population),SM.POP.TOTL.ZS,1.823020315
Fiji,FJI,2020,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5.7
Fiji,FJI,2019,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.9
Fiji,FJI,2018,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5.5
Fiji,FJI,2017,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.2
Fiji,FJI,2016,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.3
Fiji,FJI,2015,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.5
Fiji,FJI,2014,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.3
Fiji,FJI,2013,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.7
Fiji,FJI,2012,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.5
Fiji,FJI,2011,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,6.6
Fiji,FJI,2010,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,5.6
Fiji,FJI,2009,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4.8
Fiji,FJI,2008,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.9
Fiji,FJI,2007,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.7
Fiji,FJI,2006,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.7
Fiji,FJI,2005,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.7
Fiji,FJI,2004,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.8
Fiji,FJI,2003,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.9
Fiji,FJI,2002,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,3.8
Fiji,FJI,2001,Prevalence of undernourishment (% of population),SN.ITK.DEFC.ZS,4
Fiji,FJI,2020,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,19.3
Fiji,FJI,2019,Prevalence of moderate or severe food insecurity in the population (%),SN.ITK.MSFI.ZS,14.3
Fiji,FJI,2020,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,4.2
Fiji,FJI,2019,Prevalence of severe food insecurity in the population (%),SN.ITK.SVFI.ZS,2
Fiji,FJI,2020,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.103
Fiji,FJI,2019,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.206
Fiji,FJI,2018,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,27.474
Fiji,FJI,2017,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.059
Fiji,FJI,2016,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,28.788
Fiji,FJI,2015,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,30.936
Fiji,FJI,2014,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,36.262
Fiji,FJI,2013,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,41.737
Fiji,FJI,2012,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,41.139
Fiji,FJI,2011,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.618
Fiji,FJI,2010,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.87
Fiji,FJI,2009,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,41.156
Fiji,FJI,2008,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.989
Fiji,FJI,2007,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,41.574
Fiji,FJI,2006,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.327
Fiji,FJI,2005,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.541
Fiji,FJI,2004,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,44.085
Fiji,FJI,2003,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.979
Fiji,FJI,2002,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,40.954
Fiji,FJI,2001,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,42.438
Fiji,FJI,2000,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.367
Fiji,FJI,1999,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,45.118
Fiji,FJI,1998,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,43.366
Fiji,FJI,1997,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,46.169
Fiji,FJI,1996,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,50.011
Fiji,FJI,1995,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,52.744
Fiji,FJI,1994,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,53.963
Fiji,FJI,1993,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,56.339
Fiji,FJI,1992,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.734
Fiji,FJI,1991,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.234
Fiji,FJI,1990,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,67.831
Fiji,FJI,1989,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,71.613
Fiji,FJI,1988,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.609
Fiji,FJI,1987,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,77.448
Fiji,FJI,1986,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.74
Fiji,FJI,1985,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.39
Fiji,FJI,1984,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.893
Fiji,FJI,1983,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,62.313
Fiji,FJI,1982,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,61.489
Fiji,FJI,1981,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.79
Fiji,FJI,1980,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,70.205
Fiji,FJI,1979,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,70.785
Fiji,FJI,1978,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,72.159
Fiji,FJI,1977,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,68.912
Fiji,FJI,1976,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,64.647
Fiji,FJI,1975,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,60.032
Fiji,FJI,1974,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,58.175
Fiji,FJI,1973,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,59.436
Fiji,FJI,1972,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,60.538
Fiji,FJI,1971,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.641
Fiji,FJI,1970,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.941
Fiji,FJI,1969,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,65.207
Fiji,FJI,1968,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,66.989
Fiji,FJI,1967,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,80.812
Fiji,FJI,1966,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,76.345
Fiji,FJI,1965,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,76.808
Fiji,FJI,1964,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,78.231
Fiji,FJI,1963,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,100.594
Fiji,FJI,1962,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,121.296
Fiji,FJI,1961,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,81.978
Fiji,FJI,1960,"Adolescent fertility rate (births per 1,000 women ages 15-19)",SP.ADO.TFRT,103.216
Fiji,FJI,2020,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,179.223
Fiji,FJI,2019,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,180.315
Fiji,FJI,2018,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,181.906
Fiji,FJI,2017,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,182.922
Fiji,FJI,2016,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,190.714
Fiji,FJI,2015,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,195.036
Fiji,FJI,2014,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,189.179
Fiji,FJI,2013,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,188.953
Fiji,FJI,2012,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,188.096
Fiji,FJI,2011,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,187.024
Fiji,FJI,2010,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,190.686
Fiji,FJI,2009,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,193.759
Fiji,FJI,2008,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,196.772
Fiji,FJI,2007,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,199.134
Fiji,FJI,2006,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,198.127
Fiji,FJI,2005,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,200.114
Fiji,FJI,2004,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,202.696
Fiji,FJI,2003,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,205.294
Fiji,FJI,2002,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,210.564
Fiji,FJI,2001,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,199.977
Fiji,FJI,2000,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,198.724
Fiji,FJI,1999,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,190.585
Fiji,FJI,1998,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,191.418
Fiji,FJI,1997,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,195.089
Fiji,FJI,1996,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,194.477
Fiji,FJI,1995,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,195.257
Fiji,FJI,1994,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,196.64
Fiji,FJI,1993,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,198.939
Fiji,FJI,1992,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,199.447
Fiji,FJI,1991,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,200.485
Fiji,FJI,1990,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,201.566
Fiji,FJI,1989,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,203.548
Fiji,FJI,1988,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,204.085
Fiji,FJI,1987,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,206.622
Fiji,FJI,1986,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,208.602
Fiji,FJI,1985,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,213.442
Fiji,FJI,1984,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,224.008
Fiji,FJI,1983,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,233.582
Fiji,FJI,1982,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,242.781
Fiji,FJI,1981,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,241.69
Fiji,FJI,1980,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,236.516
Fiji,FJI,1979,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,226.821
Fiji,FJI,1978,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,231.663
Fiji,FJI,1977,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,233.597
Fiji,FJI,1976,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,236.262
Fiji,FJI,1975,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,238.049
Fiji,FJI,1974,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,240.041
Fiji,FJI,1973,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,245.706
Fiji,FJI,1972,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,232.387
Fiji,FJI,1971,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,233.445
Fiji,FJI,1970,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,234.222
Fiji,FJI,1969,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,236.247
Fiji,FJI,1968,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,234.194
Fiji,FJI,1967,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,239.127
Fiji,FJI,1966,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,243.932
Fiji,FJI,1965,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,250.383
Fiji,FJI,1964,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,257.179
Fiji,FJI,1963,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,270.958
Fiji,FJI,1962,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,281.178
Fiji,FJI,1961,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,296.282
Fiji,FJI,1960,"Mortality rate, adult, female (per 1,000 female adults)",SP.DYN.AMRT.FE,312.21
Fiji,FJI,2020,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,235.5
Fiji,FJI,2019,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,238.493
Fiji,FJI,2018,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,242.047
Fiji,FJI,2017,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,245.053
Fiji,FJI,2016,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,256.585
Fiji,FJI,2015,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,270.839
Fiji,FJI,2014,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,259.844
Fiji,FJI,2013,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,259.781
Fiji,FJI,2012,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,256.419
Fiji,FJI,2011,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,260.513
Fiji,FJI,2010,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,264.011
Fiji,FJI,2009,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,269.125
Fiji,FJI,2008,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,272.757
Fiji,FJI,2007,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,274.774
Fiji,FJI,2006,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,275.542
Fiji,FJI,2005,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,282.011
Fiji,FJI,2004,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,286.732
Fiji,FJI,2003,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,293.2
Fiji,FJI,2002,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,304.856
Fiji,FJI,2001,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,293.133
Fiji,FJI,2000,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,294.554
Fiji,FJI,1999,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,285.42
Fiji,FJI,1998,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,286.851
Fiji,FJI,1997,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,288.716
Fiji,FJI,1996,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,290.282
Fiji,FJI,1995,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,291.993
Fiji,FJI,1994,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,294.416
Fiji,FJI,1993,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,296.141
Fiji,FJI,1992,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,298.177
Fiji,FJI,1991,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,301.613
Fiji,FJI,1990,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,302.98
Fiji,FJI,1989,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,306.043
Fiji,FJI,1988,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,308.211
Fiji,FJI,1987,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,310.593
Fiji,FJI,1986,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,313.107
Fiji,FJI,1985,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,312.065
Fiji,FJI,1984,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,323.874
Fiji,FJI,1983,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,333.133
Fiji,FJI,1982,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,340.434
Fiji,FJI,1981,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,338.572
Fiji,FJI,1980,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,336.461
Fiji,FJI,1979,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,329.081
Fiji,FJI,1978,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,338.531
Fiji,FJI,1977,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,341.182
Fiji,FJI,1976,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,344.428
Fiji,FJI,1975,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,343.017
Fiji,FJI,1974,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,343.453
Fiji,FJI,1973,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,356.357
Fiji,FJI,1972,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,338.626
Fiji,FJI,1971,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,334.45
Fiji,FJI,1970,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,333.749
Fiji,FJI,1969,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,334.877
Fiji,FJI,1968,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,323.087
Fiji,FJI,1967,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,320.979
Fiji,FJI,1966,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,326.776
Fiji,FJI,1965,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,326.885
Fiji,FJI,1964,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,335.187
Fiji,FJI,1963,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,340.837
Fiji,FJI,1962,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,346.812
Fiji,FJI,1961,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,354.119
Fiji,FJI,1960,"Mortality rate, adult, male (per 1,000 male adults)",SP.DYN.AMRT.MA,355.258
Fiji,FJI,2020,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.628
Fiji,FJI,2019,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,19.962
Fiji,FJI,2018,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.187
Fiji,FJI,2017,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,20.55
Fiji,FJI,2016,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.05
Fiji,FJI,2015,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.45
Fiji,FJI,2014,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.683
Fiji,FJI,2013,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.835
Fiji,FJI,2012,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,21.925
Fiji,FJI,2011,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.126
Fiji,FJI,2010,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,22.664
Fiji,FJI,2009,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.172
Fiji,FJI,2008,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.614
Fiji,FJI,2007,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.859
Fiji,FJI,2006,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.051
Fiji,FJI,2005,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,23.796
Fiji,FJI,2004,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.067
Fiji,FJI,2003,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.242
Fiji,FJI,2002,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.267
Fiji,FJI,2001,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.289
Fiji,FJI,2000,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.34
Fiji,FJI,1999,"Birth rate, crude (per 1,000 people)",SP.DYN.CBRT.IN,24.562
